location,landmark,state,country,lon_location,lat_location,type,ratings,total_reviews
Majestic Inn,Maharaja Ranjit Singh Museum,Punjab,India,86.276086,24.424119,hotel,4.6,4715
Golden Suites,Maharaja Ranjit Singh Museum,Punjab,India,86.276178,24.424252,hotel,3.5,1087
Crispy Spoon,Maharaja Ranjit Singh Museum,Punjab,India,86.273788,24.423691,restaurant,3.9,1649
Mellow Plate,Maharaja Ranjit Singh Museum,Punjab,India,86.274066,24.422996,restaurant,4.5,2107
Signature Spoon,Maharaja Ranjit Singh Museum,Punjab,India,86.2767,24.423539,restaurant,4.8,1536
Blue Spoon,Maharaja Ranjit Singh Museum,Punjab,India,86.27592,24.423469,restaurant,4.3,664
Urban Bite,Maharaja Ranjit Singh Museum,Punjab,India,86.273946,24.422613,restaurant,4.3,894
Vintage Bite,Maharaja Ranjit Singh Museum,Punjab,India,86.275816,24.423975,restaurant,4.3,1235
Gourmet Plate,Maharaja Ranjit Singh Museum,Punjab,India,86.273916,24.424996,restaurant,3.8,1270
Savory Grill,Maharaja Ranjit Singh Museum,Punjab,India,86.276771,24.425917,restaurant,4.8,702
Sweet Eatery,Maharaja Ranjit Singh Museum,Punjab,India,86.275126,24.422638,restaurant,4.7,763
Blue Grill,Maharaja Ranjit Singh Museum,Punjab,India,86.276089,24.423783,restaurant,4.7,1380
Little Room,Maharaja Ranjit Singh Museum,Punjab,India,86.27376,24.425463,restaurant,3.9,2330
The Rustic Tavern,Maharaja Ranjit Singh Museum,Punjab,India,86.27531,24.425575,restaurant,4.8,2262
Akal Takht,Akal Takht,Punjab,India,83.579103,27.473035,place,4.9,362635
Whispering Spa,Akal Takht,Punjab,India,83.579917,27.473366,hotel,5.0,1236
Crystal Residences,Akal Takht,Punjab,India,83.579748,27.473284,hotel,4.5,624
Majestic Haven,Akal Takht,Punjab,India,83.579943,27.47141,hotel,4.6,3922
Crystal Spa,Akal Takht,Punjab,India,83.57904,27.473446,hotel,4.1,3253
Prestige Palace,Akal Takht,Punjab,India,83.578675,27.472604,hotel,4.0,1535
Majestic Plaza,Akal Takht,Punjab,India,83.579131,27.473635,hotel,4.9,2773
Grand Suites,Akal Takht,Punjab,India,83.579429,27.472154,hotel,3.8,4125
Aurora Spa,Akal Takht,Punjab,India,83.579547,27.473903,hotel,4.4,352
Crystal Boutique,Akal Takht,Punjab,India,83.580433,27.472997,hotel,4.4,1721
Crystal Inn,Akal Takht,Punjab,India,83.579768,27.471466,hotel,4.6,2909
Heritage Boutique,Akal Takht,Punjab,India,83.577607,27.473792,hotel,4.1,903
Prestige Suites,Akal Takht,Punjab,India,83.579431,27.472404,hotel,3.6,3399
Vintage Plate,Akal Takht,Punjab,India,83.579108,27.473257,restaurant,4.0,1680
Mellow Eatery,Akal Takht,Punjab,India,83.578422,27.472171,restaurant,4.8,2522
Mellow Bar & Grill,Akal Takht,Punjab,India,83.577392,27.472457,restaurant,4.1,2109
Golden Oven,Akal Takht,Punjab,India,83.5807,27.474672,restaurant,3.9,2454
Bella Steakhouse,Akal Takht,Punjab,India,83.57897,27.473021,restaurant,3.9,1688
Red House,Akal Takht,Punjab,India,83.580006,27.472668,restaurant,4.3,1468
Classic Cafe,Akal Takht,Punjab,India,83.577653,27.474644,restaurant,4.6,1634
Little Kitchen,Akal Takht,Punjab,India,83.577537,27.473305,restaurant,4.7,2358
Sweet Steakhouse,Akal Takht,Punjab,India,83.579768,27.47113,restaurant,4.2,1129
Signature Kitchen,Akal Takht,Punjab,India,83.579424,27.472221,restaurant,4.7,1360
Green Table,Akal Takht,Punjab,India,83.578935,27.47437,restaurant,3.9,1023
Green Oven,Akal Takht,Punjab,India,83.580777,27.473179,restaurant,4.6,117
Moti Bagh Palace,Moti Bagh Palace,Punjab,India,86.673654,27.927224,place,5.0,380689
Heritage Boutique,Moti Bagh Palace,Punjab,India,86.675233,27.928627,hotel,4.4,3379
Golden Suites,Moti Bagh Palace,Punjab,India,86.674633,27.927286,hotel,4.3,3086
Crystal Plaza,Moti Bagh Palace,Punjab,India,86.675491,27.928251,hotel,4.7,1058
Golden Spa,Moti Bagh Palace,Punjab,India,86.673971,27.926363,hotel,4.2,3500
Pearl Spa,Moti Bagh Palace,Punjab,India,86.673186,27.927472,hotel,3.8,381
Royal Residences,Moti Bagh Palace,Punjab,India,86.674476,27.927195,hotel,4.2,105
Emerald Residences,Moti Bagh Palace,Punjab,India,86.67433,27.92534,hotel,4.5,1858
Sunset Inn,Moti Bagh Palace,Punjab,India,86.673856,27.927421,hotel,3.5,4833
Oasis Plaza,Moti Bagh Palace,Punjab,India,86.674125,27.926808,hotel,5.0,3728
Tranquil Retreat,Moti Bagh Palace,Punjab,India,86.67231,27.925294,hotel,3.8,2149
Crest Boutique,Moti Bagh Palace,Punjab,India,86.673667,27.929172,hotel,4.1,107
Tranquil Manor,Moti Bagh Palace,Punjab,India,86.673494,27.925627,hotel,3.5,3422
Gourmet Grill,Moti Bagh Palace,Punjab,India,86.674292,27.926528,restaurant,4.5,2053
Blue House,Moti Bagh Palace,Punjab,India,86.673567,27.926495,restaurant,4.0,1049
Mellow Spoon,Moti Bagh Palace,Punjab,India,86.671958,27.926229,restaurant,4.5,1449
Vibrant Brasserie,Moti Bagh Palace,Punjab,India,86.672736,27.926927,restaurant,4.4,1037
Red Bar & Grill,Moti Bagh Palace,Punjab,India,86.674529,27.925424,restaurant,5.0,1806
Classic Oven,Moti Bagh Palace,Punjab,India,86.673789,27.925457,restaurant,4.1,437
Classic Room,Moti Bagh Palace,Punjab,India,86.672201,27.927583,restaurant,4.8,1768
Modern Bar & Grill,Moti Bagh Palace,Punjab,India,86.672165,27.926313,restaurant,4.9,2861
Savory Eatery,Moti Bagh Palace,Punjab,India,86.671785,27.926535,restaurant,3.8,421
Little Cantina,Moti Bagh Palace,Punjab,India,86.674772,27.926768,restaurant,4.7,103
Crispy Fork,Moti Bagh Palace,Punjab,India,86.671818,27.925505,restaurant,5.0,193
Little Kitchen,Moti Bagh Palace,Punjab,India,86.673457,27.9273,restaurant,4.3,2954
Khajuraho Group of Monuments,Khajuraho Group of Monuments,Madhya Pradesh,India,73.693268,17.920529,place,4.7,310131
Royal Haven,Khajuraho Group of Monuments,Madhya Pradesh,India,73.692196,17.920824,hotel,4.4,957
Pearl Palace,Khajuraho Group of Monuments,Madhya Pradesh,India,73.692111,17.920827,hotel,4.1,654
Crystal Hotel,Khajuraho Group of Monuments,Madhya Pradesh,India,73.693363,17.919103,hotel,4.0,1130
Silver Spa,Khajuraho Group of Monuments,Madhya Pradesh,India,73.694998,17.920696,hotel,4.7,1534
Sunset Residences,Khajuraho Group of Monuments,Madhya Pradesh,India,73.692702,17.9188,hotel,4.4,442
Diamond Villa,Khajuraho Group of Monuments,Madhya Pradesh,India,73.692053,17.919943,hotel,4.6,4833
Diamond Resort,Khajuraho Group of Monuments,Madhya Pradesh,India,73.692443,17.921177,hotel,4.7,2668
Prestige Villa,Khajuraho Group of Monuments,Madhya Pradesh,India,73.693527,17.921015,hotel,4.4,1969
Velvet Haven,Khajuraho Group of Monuments,Madhya Pradesh,India,73.694309,17.919088,hotel,4.6,3530
Summit Hotel,Khajuraho Group of Monuments,Madhya Pradesh,India,73.695217,17.920086,hotel,5.0,3272
Whispering Palace,Khajuraho Group of Monuments,Madhya Pradesh,India,73.694594,17.921896,hotel,4.9,681
Diamond Hotel,Khajuraho Group of Monuments,Madhya Pradesh,India,73.694845,17.921654,hotel,4.5,4721
Vibrant Grill,Khajuraho Group of Monuments,Madhya Pradesh,India,73.693716,17.922425,restaurant,4.4,1224
Urban Spoon,Khajuraho Group of Monuments,Madhya Pradesh,India,73.692429,17.921328,restaurant,4.4,2141
Crispy Grill,Khajuraho Group of Monuments,Madhya Pradesh,India,73.692054,17.919485,restaurant,4.6,2852
Classic Table,Khajuraho Group of Monuments,Madhya Pradesh,India,73.694544,17.921352,restaurant,4.7,1042
Modern Bistro,Khajuraho Group of Monuments,Madhya Pradesh,India,73.693307,17.922039,restaurant,4.2,1315
Spicy Tavern,Khajuraho Group of Monuments,Madhya Pradesh,India,73.693505,17.920733,restaurant,4.1,481
Green Fork,Khajuraho Group of Monuments,Madhya Pradesh,India,73.691579,17.920409,restaurant,4.2,1889
Golden Steakhouse,Khajuraho Group of Monuments,Madhya Pradesh,India,73.692892,17.920339,restaurant,4.0,2934
Vibrant Brasserie,Khajuraho Group of Monuments,Madhya Pradesh,India,73.694397,17.921781,restaurant,4.5,186
Sweet Bar & Grill,Khajuraho Group of Monuments,Madhya Pradesh,India,73.694766,17.918766,restaurant,5.0,1868
Savory Bite,Khajuraho Group of Monuments,Madhya Pradesh,India,73.692546,17.920281,restaurant,4.4,810
Urban Room,Khajuraho Group of Monuments,Madhya Pradesh,India,73.692221,17.921873,restaurant,3.8,1843
Gwalior Fort,Gwalior Fort,Madhya Pradesh,India,73.663894,18.873181,place,4.8,347331
Oasis Spa,Gwalior Fort,Madhya Pradesh,India,73.662573,18.874219,hotel,4.9,3196
Pinnacle Resort,Gwalior Fort,Madhya Pradesh,India,73.663188,18.874184,hotel,3.8,3416
Oasis Lodge,Gwalior Fort,Madhya Pradesh,India,73.663021,18.874547,hotel,4.5,876
Emerald Retreat,Gwalior Fort,Madhya Pradesh,India,73.664671,18.872418,hotel,4.0,1555
Diamond Spa,Gwalior Fort,Madhya Pradesh,India,73.663316,18.874058,hotel,4.7,4345
Pearl Inn,Gwalior Fort,Madhya Pradesh,India,73.664021,18.875113,hotel,4.6,4797
Whispering Boutique,Gwalior Fort,Madhya Pradesh,India,73.665762,18.87401,hotel,4.9,943
Summit Retreat,Gwalior Fort,Madhya Pradesh,India,73.66517,18.87244,hotel,4.8,2002
Pearl Retreat,Gwalior Fort,Madhya Pradesh,India,73.664068,18.872558,hotel,4.1,3544
Sapphire Hotel,Gwalior Fort,Madhya Pradesh,India,73.663872,18.871329,hotel,4.5,4458
Crystal Haven,Gwalior Fort,Madhya Pradesh,India,73.661931,18.873615,hotel,4.6,654
Summit Boutique,Gwalior Fort,Madhya Pradesh,India,73.665332,18.872074,hotel,4.6,1553
Green Fork,Gwalior Fort,Madhya Pradesh,India,73.664931,18.872461,restaurant,4.1,2612
Red Table,Gwalior Fort,Madhya Pradesh,India,73.663091,18.874163,restaurant,4.0,1037
Crispy Cafe,Gwalior Fort,Madhya Pradesh,India,73.66531,18.874291,restaurant,4.1,2604
Bella Oven,Gwalior Fort,Madhya Pradesh,India,73.66578,18.872619,restaurant,4.3,1438
Little Lounge,Gwalior Fort,Madhya Pradesh,India,73.662202,18.874635,restaurant,4.8,2663
Vibrant Spoon,Gwalior Fort,Madhya Pradesh,India,73.662428,18.871951,restaurant,4.8,879
Signature Cafe,Gwalior Fort,Madhya Pradesh,India,73.66511,18.875027,restaurant,4.4,1596
Signature Table,Gwalior Fort,Madhya Pradesh,India,73.662334,18.873282,restaurant,4.7,2979
Prime Table,Gwalior Fort,Madhya Pradesh,India,73.665613,18.873226,restaurant,4.5,1945
Green Diner,Gwalior Fort,Madhya Pradesh,India,73.665728,18.872185,restaurant,4.9,933
Signature Brasserie,Gwalior Fort,Madhya Pradesh,India,73.664424,18.871279,restaurant,4.2,1193
Classic Room,Gwalior Fort,Madhya Pradesh,India,73.663772,18.874211,restaurant,4.4,2387
Sanchi Stupa,Sanchi Stupa,Madhya Pradesh,India,75.672188,17.701324,place,4.6,330187
Silver Resort,Sanchi Stupa,Madhya Pradesh,India,75.670809,17.702219,hotel,4.7,1539
Golden Haven,Sanchi Stupa,Madhya Pradesh,India,75.673921,17.70213,hotel,4.6,107
Crest Inn,Sanchi Stupa,Madhya Pradesh,India,75.673657,17.702381,hotel,4.0,4849
Whispering Boutique,Sanchi Stupa,Madhya Pradesh,India,75.671191,17.702253,hotel,3.9,3115
Solar Inn,Sanchi Stupa,Madhya Pradesh,India,75.671301,17.702697,hotel,4.0,4440
Sunset Lodge,Sanchi Stupa,Madhya Pradesh,India,75.67374,17.702989,hotel,4.6,519
Emerald Hotel,Sanchi Stupa,Madhya Pradesh,India,75.673751,17.700712,hotel,3.8,1398
Crystal Boutique,Sanchi Stupa,Madhya Pradesh,India,75.672209,17.701048,hotel,4.5,174
Velvet Plaza,Sanchi Stupa,Madhya Pradesh,India,75.671422,17.701111,hotel,4.0,921
Lunar Manor,Sanchi Stupa,Madhya Pradesh,India,75.671895,17.702496,hotel,4.2,1240
Prestige Chateau,Sanchi Stupa,Madhya Pradesh,India,75.670558,17.699915,hotel,4.1,4396
Summit Residences,Sanchi Stupa,Madhya Pradesh,India,75.67186,17.702725,hotel,4.3,3261
Gourmet House,Sanchi Stupa,Madhya Pradesh,India,75.671357,17.701824,restaurant,4.3,2856
Vibrant Diner,Sanchi Stupa,Madhya Pradesh,India,75.672909,17.70262,restaurant,4.1,2411
Vintage Diner,Sanchi Stupa,Madhya Pradesh,India,75.670868,17.70077,restaurant,4.4,2716
Signature Grill,Sanchi Stupa,Madhya Pradesh,India,75.672748,17.700904,restaurant,4.3,369
Vibrant Eatery,Sanchi Stupa,Madhya Pradesh,India,75.671775,17.7003,restaurant,4.3,472
Sweet Bar & Grill,Sanchi Stupa,Madhya Pradesh,India,75.672065,17.7023,restaurant,4.7,1015
Blue Eatery,Sanchi Stupa,Madhya Pradesh,India,75.673967,17.702128,restaurant,4.5,2161
Signature Lounge,Sanchi Stupa,Madhya Pradesh,India,75.67349,17.700459,restaurant,4.1,380
Hidden Kitchen,Sanchi Stupa,Madhya Pradesh,India,75.672715,17.701056,restaurant,4.8,2947
Savory Tavern,Sanchi Stupa,Madhya Pradesh,India,75.671079,17.703312,restaurant,4.9,300
Blue Room,Sanchi Stupa,Madhya Pradesh,India,75.673042,17.702082,restaurant,4.1,1587
Sweet Bar & Grill,Sanchi Stupa,Madhya Pradesh,India,75.671915,17.703262,restaurant,4.1,1353
Bandhavgarh National Park,Bandhavgarh National Park,Madhya Pradesh,India,72.932789,18.1049,place,4.5,343269
Crest Inn,Bandhavgarh National Park,Madhya Pradesh,India,72.932114,18.105361,hotel,3.7,4809
Ocean Spa,Bandhavgarh National Park,Madhya Pradesh,India,72.932197,18.105955,hotel,3.5,2657
Crest Manor,Bandhavgarh National Park,Madhya Pradesh,India,72.932897,18.103219,hotel,5.0,3496
Royal Inn,Bandhavgarh National Park,Madhya Pradesh,India,72.933779,18.105859,hotel,4.8,150
Tranquil Resort,Bandhavgarh National Park,Madhya Pradesh,India,72.931974,18.105265,hotel,4.2,2848
Solar Resort,Bandhavgarh National Park,Madhya Pradesh,India,72.931586,18.106217,hotel,4.9,3210
Diamond Lodge,Bandhavgarh National Park,Madhya Pradesh,India,72.934354,18.103437,hotel,3.6,295
Velvet Haven,Bandhavgarh National Park,Madhya Pradesh,India,72.932454,18.105406,hotel,3.9,3955
Golden Residences,Bandhavgarh National Park,Madhya Pradesh,India,72.934283,18.103784,hotel,3.6,2960
Aurora Lodge,Bandhavgarh National Park,Madhya Pradesh,India,72.931013,18.103611,hotel,3.7,1832
Sapphire Lodge,Bandhavgarh National Park,Madhya Pradesh,India,72.933886,18.105189,hotel,4.6,214
Tranquil Residences,Bandhavgarh National Park,Madhya Pradesh,India,72.932632,18.106101,hotel,3.5,3901
Red Spoon,Bandhavgarh National Park,Madhya Pradesh,India,72.933813,18.105366,restaurant,4.0,2758
Prime Spoon,Bandhavgarh National Park,Madhya Pradesh,India,72.933424,18.106862,restaurant,4.8,1826
Little Tavern,Bandhavgarh National Park,Madhya Pradesh,India,72.932567,18.10391,restaurant,4.9,2741
Golden Kitchen,Bandhavgarh National Park,Madhya Pradesh,India,72.931586,18.103388,restaurant,4.3,1347
Golden Diner,Bandhavgarh National Park,Madhya Pradesh,India,72.932216,18.105842,restaurant,4.5,2312
Crispy Diner,Bandhavgarh National Park,Madhya Pradesh,India,72.933569,18.104071,restaurant,4.0,786
Vibrant Plate,Bandhavgarh National Park,Madhya Pradesh,India,72.932819,18.105586,restaurant,4.2,2727
Signature Bite,Bandhavgarh National Park,Madhya Pradesh,India,72.931513,18.104936,restaurant,4.0,1854
Spicy Diner,Bandhavgarh National Park,Madhya Pradesh,India,72.934281,18.10509,restaurant,4.3,1811
Little Fork,Bandhavgarh National Park,Madhya Pradesh,India,72.931454,18.10676,restaurant,4.4,983
Mellow Plate,Bandhavgarh National Park,Madhya Pradesh,India,72.934736,18.103444,restaurant,4.1,2510
Classic Bite,Bandhavgarh National Park,Madhya Pradesh,India,72.93197,18.103117,restaurant,3.9,739
Kanha Tiger Reserve,Kanha Tiger Reserve,Madhya Pradesh,India,73.654056,19.345899,place,4.9,423310
Whispering Lodge,Kanha Tiger Reserve,Madhya Pradesh,India,73.655949,19.346144,hotel,3.9,2000
Silver Suites,Kanha Tiger Reserve,Madhya Pradesh,India,73.653984,19.345471,hotel,4.4,4948
Velvet Chateau,Kanha Tiger Reserve,Madhya Pradesh,India,73.65312,19.347271,hotel,4.0,4397
Grand Haven,Kanha Tiger Reserve,Madhya Pradesh,India,73.652133,19.344798,hotel,4.1,2186
Summit Spa,Kanha Tiger Reserve,Madhya Pradesh,India,73.655341,19.345049,hotel,3.9,1148
Pearl Chateau,Kanha Tiger Reserve,Madhya Pradesh,India,73.654419,19.344087,hotel,3.5,568
Aurora Haven,Kanha Tiger Reserve,Madhya Pradesh,India,73.655072,19.344989,hotel,4.8,966
Pearl Resort,Kanha Tiger Reserve,Madhya Pradesh,India,73.653395,19.34401,hotel,4.3,1831
Royal Palace,Kanha Tiger Reserve,Madhya Pradesh,India,73.653923,19.344581,hotel,3.6,2173
Heritage Suites,Kanha Tiger Reserve,Madhya Pradesh,India,73.653212,19.345781,hotel,4.4,687
Silver Villa,Kanha Tiger Reserve,Madhya Pradesh,India,73.653943,19.345837,hotel,4.6,342
Crest Haven,Kanha Tiger Reserve,Madhya Pradesh,India,73.652858,19.344924,hotel,4.5,4229
Cozy Table,Kanha Tiger Reserve,Madhya Pradesh,India,73.654808,19.347561,restaurant,4.2,2043
Bella Cantina,Kanha Tiger Reserve,Madhya Pradesh,India,73.655074,19.345815,restaurant,4.3,1594
Hidden Table,Kanha Tiger Reserve,Madhya Pradesh,India,73.655839,19.345669,restaurant,4.3,287
Modern Kitchen,Kanha Tiger Reserve,Madhya Pradesh,India,73.655126,19.347304,restaurant,3.9,77
Urban Room,Kanha Tiger Reserve,Madhya Pradesh,India,73.65429,19.346072,restaurant,4.4,913
Sweet Brasserie,Kanha Tiger Reserve,Madhya Pradesh,India,73.654061,19.344515,restaurant,4.6,2448
Urban Steakhouse,Kanha Tiger Reserve,Madhya Pradesh,India,73.654557,19.343918,restaurant,4.1,1545
Blue Cantina,Kanha Tiger Reserve,Madhya Pradesh,India,73.652524,19.343972,restaurant,4.7,1395
Sweet Room,Kanha Tiger Reserve,Madhya Pradesh,India,73.653989,19.345664,restaurant,4.3,1236
Urban Bistro,Kanha Tiger Reserve,Madhya Pradesh,India,73.655845,19.347641,restaurant,4.3,1689
Little Cafe,Kanha Tiger Reserve,Madhya Pradesh,India,73.653936,19.344177,restaurant,4.1,2702
Hidden Lounge,Kanha Tiger Reserve,Madhya Pradesh,India,73.65427,19.344893,restaurant,4.3,1146
Bhedaghat Marble Rocks,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.335609,20.264339,place,5.0,130605
Crystal Palace,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.336632,20.26322,hotel,4.6,3031
Prestige Manor,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.33457,20.263806,hotel,4.8,3353
Sapphire Suites,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.333776,20.264953,hotel,3.8,4678
Diamond Manor,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.336955,20.265858,hotel,4.8,861
Solar Retreat,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.333945,20.264817,hotel,4.8,2595
Prestige Retreat,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.33543,20.263656,hotel,3.8,3782
Lunar Palace,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.337034,20.262487,hotel,3.6,3516
Diamond Boutique,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.335444,20.262611,hotel,4.7,3289
Oasis Retreat,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.337515,20.263685,hotel,3.8,3253
Aurora Suites,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.333985,20.266057,hotel,4.7,2154
Crest Haven,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.333694,20.26422,hotel,4.9,4855
Prestige Hotel,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.333995,20.262544,hotel,3.9,997
Little Room,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.336432,20.264327,restaurant,4.5,1188
Classic Bistro,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.33717,20.262466,restaurant,4.9,2109
Signature House,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.33625,20.264364,restaurant,4.8,2824
Crispy Steakhouse,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.336484,20.266151,restaurant,3.9,1361
Green Tavern,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.335634,20.263064,restaurant,4.2,337
Little House,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.334084,20.263394,restaurant,5.0,2974
Spicy Cafe,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.335287,20.266072,restaurant,4.3,2004
Golden Brasserie,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.336386,20.264536,restaurant,5.0,2453
Modern Brasserie,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.336969,20.263004,restaurant,4.5,2237
Classic Kitchen,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.335644,20.265987,restaurant,4.5,2809
Blue Spoon,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.335939,20.264837,restaurant,4.6,1246
Signature Brasserie,Bhedaghat Marble Rocks,Madhya Pradesh,India,72.334008,20.265122,restaurant,4.7,1556
Mahakaleshwar Jyotirlinga,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.481885,19.797532,place,4.5,426704
Summit Suites,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.480997,19.797355,hotel,3.7,2728
Oasis Hotel,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.481358,19.797146,hotel,4.2,1109
Silver Lodge,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.481626,19.798021,hotel,4.3,882
Grand Hotel,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.480969,19.796753,hotel,4.6,2326
Summit Hotel,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.48003,19.79731,hotel,3.7,1107
Royal Retreat,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.480089,19.797223,hotel,4.7,4083
Prestige Inn,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.48052,19.797176,hotel,3.8,4702
Prestige Chateau,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.481898,19.799125,hotel,4.0,3814
Silver Palace,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.483581,19.798502,hotel,4.6,4816
Sapphire Resort,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.483176,19.797929,hotel,4.7,4987
Summit Plaza,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.481807,19.796311,hotel,4.4,2735
Sapphire Haven,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.483852,19.797313,hotel,4.9,3880
Signature Tavern,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.48323,19.798341,restaurant,4.9,2033
Little Grill,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.483524,19.799173,restaurant,5.0,2900
Crispy Fork,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.480456,19.798122,restaurant,4.8,2889
Vibrant Oven,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.483111,19.79737,restaurant,4.0,1693
Modern Eatery,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.479893,19.798072,restaurant,4.9,2919
Classic Bite,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.479965,19.795777,restaurant,4.3,291
Spicy Room,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.480072,19.796015,restaurant,4.6,2074
The Rustic House,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.481744,19.796122,restaurant,3.9,687
Vintage Bistro,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.48341,19.797834,restaurant,4.3,922
Green Eatery,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.48285,19.796835,restaurant,4.0,2902
Mellow Spoon,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.481719,19.79781,restaurant,4.6,912
Modern Room,Mahakaleshwar Jyotirlinga,Madhya Pradesh,India,72.481932,19.798048,restaurant,4.4,604
Pachmarhi,Pachmarhi,Madhya Pradesh,India,75.440371,17.616283,place,4.9,28164
Emerald Resort,Pachmarhi,Madhya Pradesh,India,75.438946,17.615674,hotel,4.1,2001
Diamond Plaza,Pachmarhi,Madhya Pradesh,India,75.440669,17.615557,hotel,3.9,4052
Diamond Plaza,Pachmarhi,Madhya Pradesh,India,75.438875,17.615957,hotel,4.7,4297
Aurora Suites,Pachmarhi,Madhya Pradesh,India,75.439001,17.616897,hotel,4.2,275
Pearl Manor,Pachmarhi,Madhya Pradesh,India,75.439934,17.617915,hotel,4.7,2974
Crest Residences,Pachmarhi,Madhya Pradesh,India,75.438502,17.617536,hotel,3.6,2208
Oasis Suites,Pachmarhi,Madhya Pradesh,India,75.438489,17.616778,hotel,3.6,1206
Royal Villa,Pachmarhi,Madhya Pradesh,India,75.43899,17.617366,hotel,4.7,3638
Pearl Lodge,Pachmarhi,Madhya Pradesh,India,75.439906,17.616025,hotel,4.5,2756
Silver Inn,Pachmarhi,Madhya Pradesh,India,75.439308,17.616823,hotel,4.4,1033
Lunar Lodge,Pachmarhi,Madhya Pradesh,India,75.441137,17.615931,hotel,3.8,1932
Whispering Manor,Pachmarhi,Madhya Pradesh,India,75.441176,17.618063,hotel,4.2,700
Red Brasserie,Pachmarhi,Madhya Pradesh,India,75.440236,17.616945,restaurant,4.9,1032
Little House,Pachmarhi,Madhya Pradesh,India,75.442275,17.61636,restaurant,4.1,524
Vintage Brasserie,Pachmarhi,Madhya Pradesh,India,75.439265,17.617386,restaurant,4.7,2726
Little Bite,Pachmarhi,Madhya Pradesh,India,75.440611,17.615469,restaurant,4.0,501
The Rustic Bite,Pachmarhi,Madhya Pradesh,India,75.439632,17.614404,restaurant,4.6,2088
Classic Cantina,Pachmarhi,Madhya Pradesh,India,75.438404,17.618139,restaurant,4.9,197
Bella Eatery,Pachmarhi,Madhya Pradesh,India,75.440619,17.616409,restaurant,3.9,832
Crispy Brasserie,Pachmarhi,Madhya Pradesh,India,75.439746,17.616978,restaurant,4.5,2736
Vibrant Table,Pachmarhi,Madhya Pradesh,India,75.439064,17.618018,restaurant,4.5,1684
Savory Table,Pachmarhi,Madhya Pradesh,India,75.439357,17.616007,restaurant,4.6,1421
Golden Lounge,Pachmarhi,Madhya Pradesh,India,75.441033,17.614535,restaurant,4.8,2455
Red Plate,Pachmarhi,Madhya Pradesh,India,75.441861,17.61607,restaurant,4.8,872
Bhimbetka Rock Shelters,Bhimbetka Rock Shelters,Madhya Pradesh,India,73.607169,19.02841,place,4.8,124231
Pinnacle Chateau,Bhimbetka Rock Shelters,Madhya Pradesh,India,73.605436,19.030327,hotel,3.8,2157
Tranquil Hotel,Bhimbetka Rock Shelters,Madhya Pradesh,India,73.608397,19.027747,hotel,4.5,4134
